"Contract Type","Contract Name","Min.Bid Price (TL/MWh)","Max. Bid Price (TL/MWh)"
"Hourly","PH19053114","204.00","311.00"
"Block","PB19053115-01","70.91","321.26"
"Hourly","PH19053115","212.00","311.91"
"Block","PB19053116-03","200.00","200.00"
"Block","PB19053116-01","76.09","310.68"
"Hourly","PH19053116","211.02","310.68"
"Block","PB19053117-01","74.62","316.58"
"Hourly","PH19053117","200.00","307.36"
"Hourly","PH19053118","200.00","395.12"
"Block","PB19053118-04","300.00","300.00"
"Block","PB19053118-03","300.00","300.00"
"Block","PB19053118-02","300.00","300.00"
"Block","PB19053118-01","72.41","310.49"
"Hourly","PH19053119","200.00","310.00"
"Block","PB19053119-01","71.47","309.00"
"Hourly","PH19053120","202.00","319.00"
"Block","PB19053120-01","72.73","305.00"
"Block","PB19053120-04","270.33","270.34"
"Block","PB19053121-01","72.98","304.56"
"Hourly","PH19053121","100.00","319.99"
"Hourly","PH19053122","204.00","319.00"
"Block","PB19053122-01","70.81","303.03"
"Block","PB19053123-01","74.98","272.93"
"Hourly","PH19053123","165.00","281.99"
"Block","PB19060100-01","70.39","249.00"
"Hourly","PH19060100","220.00","284.00"
"Block","PB19060101-01","80.06","309.92"
"Block","PB19060101-02","301.00","301.00"
"Hourly","PH19060101","279.80","390.00"
"Block","PB19060102-01","72.33","315.00"
"Hourly","PH19060102","199.00","365.00"
"Block","PB19060103-01","73.50","300.00"
"Hourly","PH19060103","199.00","350.00"
"Block","PB19060104-01","82.32","170.00"
"Hourly","PH19060104","69.00","370.00"
"Hourly","PH19060105","99.00","268.10"
"Block","PB19060105-01","73.19","200.00"
"Block","PB19060106-01","81.89","138.91"
"Hourly","PH19060106","14.00","199.99"
"Block","PB19060107-01","71.53","165.00"
"Hourly","PH19060107","40.00","240.00"
"Hourly","PH19060108","74.00","224.90"
"Block","PB19060108-01","72.20","183.00"
"Hourly","PH19060109","19.00","150.00"
"Block","PB19060109-04","192.00","192.00"
"Block","PB19060109-01","75.90","140.43"
"Hourly","PH19060110","50.00","230.00"
"Block","PB19060110-01","72.70","199.99"
"Block","PB19060111-01","73.13","264.06"
"Hourly","PH19060111","148.00","304.90"
"Block","PB19060112-01","71.67","209.01"
"Hourly","PH19060112","50.00","240.00"
"Hourly","PH19060113","50.00","238.00"
"Block","PB19060113-01","70.50","205.00"
"Hourly","PH19060114","50.00","285.10"
"Block","PB19060114-02","200.00","200.00"
"Block","PB19060114-01","70.01","227.02"
"Block","PB19060114-05","200.00","200.00"
"Hourly","PH19060115","50.00","239.90"
"Block","PB19060115-01","70.34","230.00"
"Hourly","PH19060116","50.00","253.80"
"Block","PB19060116-03","200.00","200.00"
"Block","PB19060116-01","76.98","230.00"
"Block","PB19060116-04","227.00","227.00"
"Block","PB19060117-01","76.76","215.13"
"Hourly","PH19060117","50.00","290.50"
"Hourly","PH19060118","50.00","238.00"
"Block","PB19060118-01","78.54","220.00"
"Block","PB19060119-01","80.28","300.00"
"Block","PB19060119-02","290.00","290.00"
"Hourly","PH19060119","150.00","325.50"
"Block","PB19060120-01","74.25","356.00"
"Block","PB19060120-04","296.00","296.00"
"Hourly","PH19060120","196.00","340.00"
"Hourly","PH19060121","205.00","350.00"
"Block","PB19060121-01","70.87","360.00"
"Block","PB19060122-01","70.31","330.00"
"Hourly","PH19060122","203.00","350.00"
"Hourly","PH19060123","153.00","300.00"
"Block","PB19060123-01","10.00","275.00"
"Hourly","PH19060200","105.00","308.77"
"Block","PB19060200-01","10.00","399.00"
"Block","PB19060200-09","208.55","208.55"
"Block","PB19060201-01","15.00","319.49"
"Hourly","PH19060201","292.90","318.49"
"Hourly","PH19060202","200.00","318.07"
"Block","PB19060202-01","10.00","331.00"
"Hourly","PH19060203","200.00","320.00"
"Block","PB19060203-01","10.00","321.00"
"Hourly","PH19060204","120.00","298.00"
"Block","PB19060204-01","10.00","364.99"
"Hourly","PH19060205","49.00","273.81"
"Block","PB19060205-01","75.38","279.77"
"Hourly","PH19060206","0.99","65.00"
"Block","PB19060206-01","48.50","129.99"
"Hourly","PH19060207","0.99","55.00"
"Block","PB19060207-01","10.00","52.00"
"Block","PB19060208-01","9.70","11.00"
"Hourly","PH19060208","0.00","28.99"
"Block","PB19060208-02","10.01","10.01"
"Block","PB19060208-03","10.00","10.00"
"Hourly","PH19060209","0.00","28.35"
"Block","PB19060209-01","9.70","10.01"
"Block","PB19060210-01","10.00","29.99"
"Hourly","PH19060210","0.00","35.00"
"Block","PB19060211-01","15.00","143.75"
"Hourly","PH19060211","24.00","166.00"
"Block","PB19060212-01","72.53","137.90"
"Hourly","PH19060212","1.00","126.00"
"Hourly","PH19060213","15.00","150.00"
"Block","PB19060213-01","71.34","131.50"
"Block","PB19060213-08","217.00","217.00"
"Block","PB19060214-01","75.90","154.00"
"Hourly","PH19060214","24.00","181.98"
"Block","PB19060215-01","70.78","173.00"
"Hourly","PH19060215","49.00","200.00"
"Hourly","PH19060216","49.00","196.90"
"Block","PB19060216-01","10.00","164.18"
"Hourly","PH19060217","120.00","303.00"
"Block","PB19060217-01","10.00","210.00"
"Block","PB19060218-06","310.00","310.00"
"Block","PB19060218-01","10.00","316.01"
"Hourly","PH19060218","200.00","335.00"
"Hourly","PH19060219","200.00","335.00"
"Block","PB19060219-01","10.00","320.00"
"Hourly","PH19060220","200.00","334.00"
"Block","PB19060220-01","10.00","319.01"
"Hourly","PH19060221","200.00","329.99"
"Block","PB19060221-01","10.00","316.08"
"Block","PB19060222-01","11.00","319.00"
"Hourly","PH19060222","200.00","325.99"
"Block","PB19060223-01","10.00","304.00"
"Hourly","PH19060223","200.00","325.00"
"Block","PB19060300-01","10.00","309.26"
"Hourly","PH19060300","199.00","316.09"
"Block","PB19060301-01","10.00","308.16"
"Hourly","PH19060301","216.55","314.99"
"Block","PB19060302-01","10.00","307.29"
"Hourly","PH19060302","211.00","315.19"
"Block","PB19060303-01","10.00","303.82"
"Hourly","PH19060303","24.00","305.00"
"Hourly","PH19060304","44.00","300.12"
"Block","PB19060304-01","80.25","300.12"
"Hourly","PH19060305","10.04","87.00"
"Block","PB19060305-01","69.00","131.62"
"Hourly","PH19060306","0.01","13.00"
"Block","PB19060306-01","7.84","10.20"
"Block","PB19060307-01","48.50","70.50"
"Hourly","PH19060307","10.01","83.98"
"Hourly","PH19060308","0.01","14.48"
"Block","PB19060308-09","4.96","4.96"
"Block","PB19060308-01","4.85","5.86"
"Block","PB19060309-08","5.00","5.00"
"Hourly","PH19060309","0.00","12.98"
"Block","PB19060309-01","3.87","4.49"
"Block","PB19060310-01","2.99","4.99"
"Block","PB19060310-02","5.00","5.00"
"Hourly","PH19060310","0.00","14.49"
"Block","PB19060311-01","7.76","198.00"
"Hourly","PH19060311","0.00","108.00"
"Hourly","PH19060312","0.01","50.00"
"Block","PB19060312-01","4.85","21.00"
"Block","PB19060313-01","4.84","5.79"
"Hourly","PH19060313","0.01","14.48"
"Hourly","PH19060314","0.00","499.00"
"Block","PB19060314-01","2.99","5.00"
"Block","PB19060314-10","176.31","176.31"
"Block","PB19060315-01","4.84","6.00"
"Hourly","PH19060315","0.00","9.82"
"Hourly","PH19060316","0.00","37.00"
"Block","PB19060316-01","3.87","8.78"
"Block","PB19060317-01","19.39","31.00"
"Hourly","PH19060317","0.01","29.90"
"Block","PB19060318-03","5.00","280.00"
"Block","PB19060318-01","5.00","207.90"
"Hourly","PH19060318","103.00","209.00"
"Hourly","PH19060319","205.00","302.60"
"Block","PB19060319-01","10.00","302.60"
"Hourly","PH19060320","209.00","306.29"
"Block","PB19060320-01","72.52","306.29"
"Block","PB19060320-04","307.00","307.00"
"Hourly","PH19060321","199.10","310.86"
"Block","PB19060321-01","74.45","310.86"
"Block","PB19060322-01","10.00","317.00"
"Hourly","PH19060322","203.10","307.33"
"Block","PB19060323-01","72.26","302.03"
"Hourly","PH19060323","1.00","302.03"
"Block","PB19060400-01","10.00","254.28"
"Hourly","PH19060400","47.00","248.95"
"Block","PB19060401-01","79.95","205.97"
"Hourly","PH19060401","20.00","203.98"
"Block","PB19060402-01","73.47","177.54"
"Hourly","PH19060402","20.00","173.00"
"Block","PB19060403-01","30.00","31.00"
"Hourly","PH19060403","5.00","34.00"
"Block","PB19060404-01","3.99","14.99"
"Block","PB19060404-16","0.81","0.81"
"Block","PB19060404-05","1.60","2.00"
"Hourly","PH19060404","0.02","13.99"
"Block","PB19060405-01","1.49","9.88"
"Hourly","PH19060405","0.06","8.88"
"Block","PB19060406-01","1.00","5.21"
"Hourly","PH19060406","0.00","5.00"
"Block","PB19060407-01","1.50","4.00"
"Hourly","PH19060407","0.02","2.90"
"Block","PB19060408-11","4.00","4.00"
"Block","PB19060408-01","0.00","0.05"
"Hourly","PH19060408","0.00","4.90"
"Block","PB19060409-09","0.00","0.00"
"Block","PB19060409-01","0.00","0.05"
"Hourly","PH19060409","0.00","2.99"
"Block","PB19060410-01","0.00","2.20"
"Hourly","PH19060410","0.00","2.99"
"Block","PB19060411-01","0.00","1.50"
"Hourly","PH19060411","0.00","2.99"
"Hourly","PH19060412","0.00","2.99"
"Block","PB19060412-01","0.00","1.18"
"Block","PB19060413-01","0.00","1.31"
"Hourly","PH19060413","0.00","5.00"
"Block","PB19060414-01","0.00","2.54"
"Hourly","PH19060414","0.00","4.00"
"Block","PB19060415-01","0.00","1.20"
"Hourly","PH19060415","0.00","4.99"
"Block","PB19060416-01","0.00","2.88"
"Hourly","PH19060416","0.00","4.99"
"Block","PB19060417-03","1.67","2.00"
"Block","PB19060417-01","0.01","3.00"
"Hourly","PH19060417","0.00","7.00"
"Block","PB19060418-01","1.00","3.89"
"Hourly","PH19060418","0.00","10.98"
"Block","PB19060419-01","4.00","5.00"
"Hourly","PH19060419","0.01","7.00"
"Block","PB19060420-01","70.58","175.85"
"Hourly","PH19060420","100.00","171.02"
"Block","PB19060421-01","72.05","287.54"
"Hourly","PH19060421","200.00","278.00"
"Block","PB19060422-01","73.44","226.58"
"Hourly","PH19060422","0.00","221.00"
"Block","PB19060423-01","88.03","164.80"
"Hourly","PH19060423","16.00","175.00"
"Hourly","PH19060500","0.00","14.00"
"Block","PB19060500-01","4.85","6.01"
"Hourly","PH19060501","0.00","28.00"
"Block","PB19060501-01","24.25","31.00"
"Hourly","PH19060502","0.00","81.00"
"Block","PB19060502-01","73.19","136.30"
"Block","PB19060503-01","10.00","21.00"
"Hourly","PH19060503","0.00","13.40"
"Block","PB19060504-13","1.47","1.47"
"Block","PB19060504-01","4.84","6.37"
"Hourly","PH19060504","0.00","10.00"
"Block","PB19060505-01","1.01","2.79"
"Hourly","PH19060505","0.00","2.00"
"Block","PB19060506-01","1.00","2.87"
"Hourly","PH19060506","0.00","3.89"
"Hourly","PH19060507","0.00","5.00"
"Block","PB19060507-01","1.01","2.00"
"Block","PB19060508-09","2.00","2.00"
"Hourly","PH19060508","0.01","4.99"
"Block","PB19060508-01","0.02","1.54"
"Hourly","PH19060509","0.00","5.00"
"Block","PB19060509-01","0.00","1.08"
"Hourly","PH19060510","0.00","13.96"
"Block","PB19060510-01","1.00","1.75"
"Block","PB19060511-01","1.01","3.00"
"Hourly","PH19060511","0.00","13.90"
"Block","PB19060512-01","1.74","2.06"
"Hourly","PH19060512","0.00","5.00"
"Hourly","PH19060513","0.00","13.96"
"Block","PB19060513-01","1.01","1.79"
"Block","PB19060514-02","1.01","1.01"
"Block","PB19060514-01","1.00","3.88"
"Hourly","PH19060514","0.00","14.00"
"Block","PB19060515-01","1.00","3.97"
"Hourly","PH19060515","0.00","14.00"
"Hourly","PH19060516","0.00","6.99"
"Block","PB19060516-01","2.00","4.68"
"Hourly","PH19060517","0.00","30.00"
"Block","PB19060517-01","10.00","16.00"
"Block","PB19060518-01","70.38","138.41"
"Hourly","PH19060518","30.00","109.89"
"Block","PB19060519-01","71.84","139.98"
"Hourly","PH19060519","120.01","140.00"
"Hourly","PH19060520","164.00","198.00"
"Block","PB19060520-01","70.56","199.00"
"Hourly","PH19060521","285.50","328.99"
"Block","PB19060521-01","78.56","329.95"
"Block","PB19060522-01","70.59","290.98"
"Hourly","PH19060522","250.00","290.11"
"Block","PB19060523-01","72.31","191.00"
"Hourly","PH19060523","1.00","181.00"
"Block","PB19060600-01","6.10","15.01"
"Block","PB19060600-24","76.32","76.32"
"Hourly","PH19060600","3.00","15.00"
"Hourly","PH19060601","2.00","150.00"
"Block","PB19060601-01","79.91","150.01"
"Block","PB19060602-01","73.75","159.04"
"Hourly","PH19060602","2.00","159.04"
"Block","PB19060603-01","43.65","45.00"
"Hourly","PH19060603","0.00","55.50"
"Block","PB19060604-01","1.00","5.01"
"Hourly","PH19060604","1.11","8.01"
"Hourly","PH19060605","0.20","4.02"
"Block","PB19060605-01","0.97","1.01"
"Block","PB19060605-06","1.00","2.49"
"Block","PB19060606-01","0.97","1.00"
"Hourly","PH19060606","0.50","9.00"
"Block","PB19060607-01","0.97","1.01"
"Hourly","PH19060607","0.50","4.01"
"Block","PB19060608-01","0.48","0.50"
"Hourly","PH19060608","0.05","5.00"
"Block","PB19060608-09","2.82","2.82"
"Hourly","PH19060609","0.00","1.00"
"Block","PB19060609-01","0.00","1.01"
"Block","PB19060610-01","0.92","0.95"
"Hourly","PH19060610","0.35","3.95"
"Hourly","PH19060611","1.00","9.88"
"Block","PB19060611-01","1.00","4.00"
"Hourly","PH19060612","1.00","7.28"
"Block","PB19060612-01","1.00","4.10"
"Block","PB19060613-01","3.01","4.12"
"Hourly","PH19060613","1.81","14.98"
"Block","PB19060614-01","4.00","4.12"
"Hourly","PH19060614","2.80","7.99"
"Block","PB19060615-01","3.99","4.10"
"Hourly","PH19060615","2.25","13.99"
"Hourly","PH19060616","2.21","34.00"
"Block","PB19060616-01","4.00","4.12"
"Block","PB19060617-01","25.00","29.01"
"Hourly","PH19060617","4.01","50.00"
"Hourly","PH19060618","0.01","130.00"
"Block","PB19060618-01","70.37","134.40"
"Block","PB19060619-01","71.42","175.00"
"Hourly","PH19060619","21.00","195.00"
"Block","PB19060620-04","270.00","270.00"
"Block","PB19060620-01","70.13","301.13"
"Hourly","PH19060620","32.00","335.06"
"Block","PB19060621-01","70.15","311.07"
"Hourly","PH19060621","33.00","340.00"
"Hourly","PH19060622","32.00","335.00"
"Block","PB19060622-01","77.50","301.04"
"Block","PB19060623-01","72.41","250.01"
"Hourly","PH19060623","30.00","280.00"
"Block","PB19060700-01","73.72","139.16"
"Hourly","PH19060700","55.10","158.60"
"Hourly","PH19060701","2.00","200.00"
"Block","PB19060701-01","70.05","265.00"
"Hourly","PH19060702","2.00","225.00"
"Block","PB19060702-01","82.43","220.97"
"Hourly","PH19060703","2.00","159.00"
"Block","PB19060703-01","76.48","150.00"
"Block","PB19060704-01","73.16","200.00"
"Hourly","PH19060704","2.00","200.10"
"Block","PB19060705-01","33.86","37.01"
"Hourly","PH19060705","10.01","37.24"
"Block","PB19060706-01","9.69","10.19"
"Hourly","PH19060706","0.00","10.10"
"Block","PB19060707-01","19.39","20.00"
"Hourly","PH19060707","0.00","20.10"
"Block","PB19060708-01","50.00","51.51"
"Hourly","PH19060708","2.00","50.01"
"Block","PB19060709-01","4.00","45.00"
"Hourly","PH19060709","0.00","45.00"
"Block","PB19060710-01","76.19","150.00"
"Hourly","PH19060710","2.00","170.00"
"Hourly","PH19060711","201.00","320.00"
"Block","PB19060711-01","70.34","309.00"
"Hourly","PH19060712","101.00","219.99"
"Block","PB19060712-01","72.98","206.00"
"Hourly","PH19060713","24.00","199.98"
"Block","PB19060713-01","71.31","165.00"
"Block","PB19060714-01","71.36","284.54"
"Hourly","PH19060714","171.00","295.00"
"Hourly","PH19060715","158.00","275.00"
"Block","PB19060715-01","72.81","255.00"
"Hourly","PH19060716","133.00","272.00"
"Block","PB19060716-01","70.77","304.99"
"Block","PB19060716-02","236.00","236.00"
"Block","PB19060717-01","80.19","270.00"
"Block","PB19060717-07","289.00","289.00"
"Hourly","PH19060717","150.00","285.00"
"Block","PB19060718-03","301.00","301.00"
"Block","PB19060718-01","71.43","310.00"
"Hourly","PH19060718","200.00","334.99"
"Block","PB19060719-04","300.00","300.00"
"Block","PB19060719-01","74.37","333.90"
"Hourly","PH19060719","200.00","325.00"
"Block","PB19060720-02","302.00","302.00"
"Block","PB19060720-01","70.62","320.00"
"Hourly","PH19060720","200.00","357.40"
"Block","PB19060721-01","73.72","325.00"
"Block","PB19060721-02","302.00","302.00"
"Block","PB19060721-03","285.00","285.00"
"Hourly","PH19060721","200.00","335.00"
"Block","PB19060722-01","71.30","319.02"
"Hourly","PH19060722","200.00","346.99"
"Block","PB19060723-01","70.90","268.14"
"Hourly","PH19060723","149.00","280.00"
"Block","PB19060800-01","70.70","161.88"
"Hourly","PH19060800","100.00","179.99"
"Block","PB19060801-01","75.42","305.00"
"Hourly","PH19060801","226.00","300.00"
"Block","PB19060802-01","83.17","305.00"
"Hourly","PH19060802","0.00","320.00"
"Hourly","PH19060803","100.00","192.00"
"Block","PB19060803-01","77.18","200.00"
"Hourly","PH19060804","21.10","203.99"
"Block","PB19060804-01","71.27","204.99"
"Block","PB19060805-01","63.05","65.98"
"Hourly","PH19060805","6.51","75.00"
"Hourly","PH19060806","0.00","20.00"
"Block","PB19060806-01","9.69","11.00"
"Hourly","PH19060807","1.60","155.00"
"Block","PB19060807-01","78.44","154.50"
"Block","PB19060808-01","70.48","171.00"
"Hourly","PH19060808","0.00","169.99"
"Block","PB19060809-01","79.19","157.17"
"Hourly","PH19060809","1.00","159.00"
"Block","PB19060810-01","71.17","157.18"
"Hourly","PH19060810","4.00","157.18"
"Block","PB19060811-01","75.34","259.78"
"Hourly","PH19060811","99.00","267.57"
"Block","PB19060812-01","71.06","248.00"
"Hourly","PH19060812","99.00","253.51"
"Block","PB19060813-01","79.04","259.77"
"Hourly","PH19060813","99.00","267.56"
"Block","PB19060814-01","70.97","349.00"
"Hourly","PH19060814","99.00","265.70"
"Block","PB19060815-01","83.69","206.98"
"Hourly","PH19060815","24.00","215.00"
"Block","PB19060816-01","74.88","291.50"
"Hourly","PH19060816","24.00","299.00"
"Block","PB19060817-01","78.58","200.99"
"Hourly","PH19060817","24.00","200.00"
"Block","PB19060818-01","71.81","207.01"
"Hourly","PH19060818","50.00","215.00"
"Block","PB19060819-01","78.08","302.31"
"Hourly","PH19060819","204.05","309.50"
"Hourly","PH19060820","192.00","340.45"
"Block","PB19060820-01","72.83","305.00"
"Hourly","PH19060821","206.00","340.08"
"Block","PB19060821-01","76.98","310.00"
"Block","PB19060822-01","79.44","305.00"
"Hourly","PH19060822","204.05","340.01"
"Hourly","PH19060823","39.99","306.89"
"Block","PB19060823-01","70.94","305.00"
"Block","PB19060900-01","71.86","199.99"
"Hourly","PH19060900","162.00","203.01"
"Hourly","PH19060901","14.00","240.00"
"Block","PB19060901-01","79.84","300.00"
"Hourly","PH19060902","14.00","240.00"
"Block","PB19060902-01","74.39","306.00"
"Block","PB19060903-01","50.00","136.44"
"Hourly","PH19060903","1.00","80.00"
"Block","PB19060904-01","49.37","51.50"
"Hourly","PH19060904","0.50","55.00"
"Block","PB19060905-01","3.87","4.87"
"Block","PB19060905-11","4.23","4.23"
"Hourly","PH19060905","0.99","7.00"
"Block","PB19060905-02","2.50","2.50"
"Hourly","PH19060906","0.97","7.00"
"Block","PB19060906-01","0.97","2.99"
"Block","PB19060907-01","3.87","4.00"
"Block","PB19060907-02","3.99","3.99"
"Hourly","PH19060907","0.99","6.99"
"Block","PB19060908-01","1.90","4.00"
"Hourly","PH19060908","0.00","8.00"
"Block","PB19060909-01","0.97","2.99"
"Hourly","PH19060909","0.50","5.00"
"Block","PB19060910-05","5.00","5.00"
"Block","PB19060910-01","0.10","3.99"
"Hourly","PH19060910","0.99","6.50"
"Block","PB19060910-06","5.43","5.43"
"Hourly","PH19060911","0.00","6.39"
"Block","PB19060911-01","0.01","5.65"
"Hourly","PH19060912","0.00","7.00"
"Block","PB19060912-01","0.01","4.00"
"Hourly","PH19060913","0.00","10.00"
"Block","PB19060913-01","1.00","5.00"
"Block","PB19060914-02","8.00","8.00"
"Hourly","PH19060914","0.00","10.00"
"Block","PB19060914-01","6.40","61.01"
"Hourly","PH19060915","0.00","32.00"
"Block","PB19060915-01","7.99","100.99"
"Hourly","PH19060916","7.59","246.80"
"Block","PB19060916-01","73.30","137.22"
"Block","PB19060916-03","167.00","167.00"
"Block","PB19060917-01","70.30","178.00"
"Hourly","PH19060917","49.00","195.00"
"Block","PB19060918-01","70.48","255.09"
"Block","PB19060918-06","109.33","109.33"
"Hourly","PH19060918","149.00","261.92"
"Block","PB19060919-01","75.25","138.16"
"Hourly","PH19060919","2.00","130.00"
"Block","PB19060920-03","235.00","235.00"
"Block","PB19060920-01","73.87","267.78"
"Hourly","PH19060920","112.00","318.30"
"Block","PB19060921-01","72.04","259.01"
"Hourly","PH19060921","149.00","269.99"
"Hourly","PH19060922","99.00","229.00"
"Block","PB19060922-01","72.43","212.37"
"Block","PB19060923-01","85.35","152.00"
"Hourly","PH19060923","14.70","210.10"
"Hourly","PH19061000","15.00","160.00"
"Block","PB19061000-01","76.20","160.00"
"Block","PB19061001-01","79.56","178.17"
"Hourly","PH19061001","0.00","173.00"
"Hourly","PH19061002","2.00","173.00"
"Block","PB19061002-01","76.17","172.99"
"Hourly","PH19061003","2.00","160.11"
"Block","PB19061003-01","10.00","160.00"
"Block","PB19061004-01","5.00","10.18"
"Hourly","PH19061004","0.00","23.99"
"Hourly","PH19061005","0.00","7.00"
"Block","PB19061005-01","2.00","3.00"
"Block","PB19061006-01","2.00","3.00"
"Hourly","PH19061006","1.00","10.00"
"Hourly","PH19061007","15.02","300.12"
"Block","PB19061007-01","70.75","300.12"
"Hourly","PH19061008","24.00","209.99"
"Block","PB19061008-01","78.52","210.00"
"Block","PB19061009-01","76.20","300.05"
"Hourly","PH19061009","149.00","300.10"
"Hourly","PH19061010","199.00","308.62"
"Block","PB19061010-01","70.08","300.83"
"Block","PB19061011-01","76.40","314.44"
"Hourly","PH19061011","199.00","318.00"
"Hourly","PH19061012","99.00","220.00"
"Block","PB19061012-07","285.80","295.81"
"Block","PB19061012-01","70.13","219.00"
"Hourly","PH19061013","149.00","286.01"
"Block","PB19061013-01","75.30","278.95"
"Block","PB19061014-01","71.61","311.99"
"Hourly","PH19061014","199.00","319.98"
"Hourly","PH19061015","199.00","314.98"
"Block","PB19061015-01","70.02","314.50"
"Hourly","PH19061016","199.00","337.83"
"Block","PB19061016-01","70.91","321.00"
"Block","PB19061017-01","73.50","309.00"
"Hourly","PH19061017","204.00","318.25"
"Hourly","PH19061018","199.00","310.94"
"Block","PB19061018-01","74.42","305.00"
"Block","PB19061019-01","80.34","314.96"
"Hourly","PH19061019","200.00","309.66"
"Hourly","PH19061020","201.00","318.99"
"Block","PB19061020-04","316.22","316.22"
"Block","PB19061020-01","70.38","309.00"
"Hourly","PH19061021","100.00","319.98"
"Block","PB19061021-01","10.00","309.98"
"Hourly","PH19061022","101.00","314.85"
"Block","PB19061022-01","74.61","303.00"
"Block","PB19061023-01","10.00","301.15"
"Hourly","PH19061023","1.00","310.85"
"Block","PB19061100-01","71.95","300.00"
"Hourly","PH19061100","100.00","306.48"
"Block","PB19061101-01","71.69","311.35"
"Block","PB19061101-03","300.00","300.00"
"Hourly","PH19061101","1.00","307.01"
"Block","PB19061102-01","70.84","302.62"
"Block","PB19061102-04","286.79","286.79"
"Hourly","PH19061102","1.00","311.43"
"Block","PB19061103-01","28.00","300.53"
"Hourly","PH19061103","1.00","307.47"
"Block","PB19061104-01","71.15","294.01"
"Block","PB19061104-03","0.00","0.00"
"Hourly","PH19061104","3.00","299.04"
"Block","PB19061105-01","71.08","250.00"
"Hourly","PH19061105","9.99","250.00"
"Block","PB19061106-01","71.98","153.25"
"Hourly","PH19061106","5.00","157.99"
"Block","PB19061107-01","70.05","310.25"
"Hourly","PH19061107","1.00","305.44"
"Block","PB19061108-02","311.52","311.52"
"Hourly","PH19061108","1.00","314.65"
"Block","PB19061108-01","70.03","321.51"
"Block","PB19061109-01","71.37","320.22"
"Hourly","PH19061109","3.10","320.23"
"Block","PB19061110-01","73.22","326.00"
"Hourly","PH19061110","31.60","326.48"
"Block","PB19061111-01","75.40","321.00"
"Hourly","PH19061111","31.53","323.00"
"Block","PB19061111-04","310.00","310.00"
"Block","PB19061112-01","73.12","309.50"
"Hourly","PH19061112","207.00","315.32"
"Block","PB19061113-01","79.31","316.00"
"Hourly","PH19061113","209.00","325.45"
"Block","PB19061114-01","70.81","321.00"
"Hourly","PH19061114","217.00","326.48"
"Block","PB19061115-01","71.84","324.39"
"Hourly","PH19061115","217.00","329.99"
"Block","PB19061116-01","70.22","339.00"
"Hourly","PH19061116","1.00","339.00"
"Block","PB19061117-01","71.80","327.98"
"Hourly","PH19061117","216.00","331.57"
"Block","PB19061118-01","64.00","319.81"
"Hourly","PH19061118","215.00","323.99"
"Block","PB19061119-01","89.07","310.56"
"Hourly","PH19061119","211.00","320.00"
"Block","PB19061120-01","82.76","313.49"
"Hourly","PH19061120","77.00","314.84"
"Block","PB19061121-01","70.12","314.06"
"Block","PB19061121-03","305.00","305.00"
"Hourly","PH19061121","220.20","315.00"
"Block","PB19061122-01","74.18","309.95"
"Hourly","PH19061122","210.00","310.00"
"Block","PB19061123-01","70.69","314.00"
"Hourly","PH19061123","1.00","305.00"
"Hourly","PH19061200","2.00","210.00"
"Block","PB19061200-01","70.40","206.01"
"Block","PB19061201-23","308.00","308.00"
"Block","PB19061201-01","81.11","308.55"
"Hourly","PH19061201","35.00","310.00"
"Block","PB19061202-01","78.59","300.29"
"Hourly","PH19061202","1.00","310.00"
"Block","PB19061203-01","78.27","280.00"
"Hourly","PH19061203","50.00","297.02"
"Hourly","PH19061204","33.00","306.00"
"Block","PB19061204-01","73.84","304.44"
"Hourly","PH19061205","17.00","179.99"
"Block","PB19061205-01","75.19","179.89"
"Block","PB19061206-01","71.13","178.19"
"Hourly","PH19061206","2.00","190.00"
"Block","PB19061207-01","72.62","310.19"
"Hourly","PH19061207","50.00","301.16"
"Block","PB19061208-01","71.67","316.41"
"Hourly","PH19061208","33.00","330.00"
"Hourly","PH19061209","216.53","348.10"
"Block","PB19061209-01","74.69","326.01"
"Hourly","PH19061210","199.00","370.00"
"Block","PB19061210-01","83.84","344.99"
"Hourly","PH19061211","300.00","409.51"
"Block","PB19061211-01","73.29","399.99"
"Hourly","PH19061212","56.00","320.00"
"Block","PB19061212-01","74.62","314.32"
"Hourly","PH19061213","55.00","327.00"
"Block","PB19061213-01","74.34","345.47"
"Hourly","PH19061214","300.00","424.40"
"Block","PB19061214-02","399.99","399.99"
"Block","PB19061214-01","75.97","418.60"
"Hourly","PH19061215","300.00","414.38"
"Block","PB19061215-01","70.30","415.38"
"Block","PB19061216-02","0.00","0.00"
"Hourly","PH19061216","1.00","390.00"
"Block","PB19061216-01","74.76","363.00"
"Hourly","PH19061217","31.00","330.00"
"Block","PB19061217-01","72.12","318.44"
"Block","PB19061217-02","312.00","312.00"
"Block","PB19061218-01","72.50","307.00"
"Hourly","PH19061218","49.00","315.30"
"Block","PB19061219-01","74.27","307.91"
"Hourly","PH19061219","57.00","335.80"
"Hourly","PH19061220","208.00","315.00"
"Block","PB19061220-01","74.55","307.99"
"Hourly","PH19061221","31.00","314.99"
"Block","PB19061221-01","73.70","306.20"
"Hourly","PH19061222","21.50","325.00"
"Block","PB19061222-01","70.95","310.00"
"Block","PB19061223-01","71.90","300.00"
"Hourly","PH19061223","10.00","269.99"
"Hourly","PH19061300","120.00","301.00"
"Block","PB19061300-01","73.58","300.50"
"Block","PB19061301-01","77.77","294.15"
"Hourly","PH19061301","29.00","295.00"
"Block","PB19061302-01","78.83","176.00"
