"Contract Type","Contract Name","Min.Bid Price (TL/MWh)","Max. Bid Price (TL/MWh)"
"Hourly","PH19040801","15.00","105.00"
"Block","PB19040801-01","73.16","138.74"
"Hourly","PH19040802","2.00","150.52"
"Block","PB19040802-01","70.30","150.01"
"Block","PB19040803-01","74.52","137.04"
"Hourly","PH19040803","2.00","100.35"
"Hourly","PH19040804","2.00","80.77"
"Block","PB19040804-01","70.48","139.83"
"Block","PB19040805-01","70.09","172.99"
"Hourly","PH19040805","2.00","173.00"
"Hourly","PH19040806","2.00","265.00"
"Block","PB19040806-01","75.01","265.00"
"Block","PB19040807-01","72.87","269.77"
"Hourly","PH19040807","2.00","270.00"
"Block","PB19040808-01","72.81","303.39"
"Hourly","PH19040808","204.00","304.57"
"Block","PB19040809-01","72.27","303.39"
"Hourly","PH19040809","100.00","303.99"
"Block","PB19040810-01","71.44","303.00"
"Block","PB19040810-08","260.37","260.37"
"Hourly","PH19040810","206.00","305.00"
"Block","PB19040811-01","83.50","301.04"
"Hourly","PH19040811","201.00","309.83"
"Block","PB19040812-01","72.66","230.01"
"Hourly","PH19040812","130.00","236.22"
"Hourly","PH19040813","100.00","203.75"
"Block","PB19040813-01","75.83","197.01"
"Block","PB19040814-01","70.34","260.00"
"Hourly","PH19040814","162.00","265.94"
"Block","PB19040815-01","72.80","240.00"
"Hourly","PH19040815","142.00","244.05"
"Hourly","PH19040816","167.00","266.01"
"Block","PB19040816-01","80.23","265.00"
"Block","PB19040817-01","72.79","289.10"
"Hourly","PH19040817","192.00","292.89"
"Hourly","PH19040818","152.00","250.24"
"Block","PB19040818-01","75.67","250.00"
"Block","PB19040818-06","255.76","255.76"
"Block","PB19040819-02","300.00","300.00"
"Block","PB19040819-01","70.90","300.82"
"Hourly","PH19040819","203.00","305.00"
"Block","PB19040820-01","70.80","300.10"
"Hourly","PH19040820","20.00","308.26"
"Hourly","PH19040821","10.00","291.00"
"Block","PB19040821-01","71.67","284.99"
"Block","PB19040822-01","70.72","219.90"
"Hourly","PH19040822","102.00","208.01"
"Hourly","PH19040823","102.00","205.00"
"Block","PB19040823-01","82.33","288.00"
"Block","PB19040900-01","73.92","149.96"
"Block","PB19040900-24","212.62","212.62"
"Hourly","PH19040900","50.00","163.00"
"Hourly","PH19040901","50.00","141.00"
"Block","PB19040901-01","70.73","140.00"
"Hourly","PH19040902","2.00","180.00"
"Block","PB19040902-01","70.48","172.99"
"Hourly","PH19040903","5.00","140.00"
"Block","PB19040903-01","71.89","139.99"
"Block","PB19040904-01","74.34","140.49"
"Hourly","PH19040904","5.00","140.00"
"Block","PB19040905-01","71.87","157.00"
"Hourly","PH19040905","15.00","172.00"
"Block","PB19040906-01","81.45","173.00"
"Hourly","PH19040906","80.00","190.00"
"Block","PB19040907-01","73.34","157.00"
"Hourly","PH19040907","2.00","165.00"
"Block","PB19040907-03","253.00","253.00"
"Block","PB19040908-01","77.09","301.77"
"Hourly","PH19040908","100.00","315.00"
"Hourly","PH19040909","100.00","315.00"
"Block","PB19040909-01","70.93","308.48"
"Hourly","PH19040910","200.00","345.00"
"Block","PB19040910-01","70.08","310.00"
"Block","PB19040911-01","71.93","305.00"
"Hourly","PH19040911","200.00","308.00"
"Hourly","PH19040912","80.00","145.00"
"Block","PB19040912-02","140.00","140.00"
"Block","PB19040912-01","71.84","140.99"
"Block","PB19040912-05","166.84","166.84"
"Block","PB19040913-01","76.26","142.49"
"Hourly","PH19040913","80.00","145.00"
"Block","PB19040914-02","169.00","169.00"
"Block","PB19040914-03","151.33","151.33"
"Block","PB19040914-01","72.30","179.00"
"Hourly","PH19040914","100.00","178.88"
"Block","PB19040915-01","76.87","168.09"
"Hourly","PH19040915","80.00","170.00"
"Block","PB19040916-01","70.58","216.19"
"Block","PB19040916-02","216.00","216.00"
"Hourly","PH19040916","10.00","225.00"
"Hourly","PH19040917","117.00","223.55"
"Block","PB19040917-01","76.23","216.20"
"Block","PB19040918-01","74.25","267.00"
"Hourly","PH19040918","160.00","267.60"
"Block","PB19040919-01","70.56","303.36"
"Block","PB19040919-03","300.00","300.00"
"Hourly","PH19040919","204.00","308.90"
"Block","PB19040920-01","71.81","303.18"
"Hourly","PH19040920","204.00","312.26"
"Block","PB19040921-01","71.79","300.01"
"Hourly","PH19040921","202.00","305.00"
"Block","PB19040922-01","72.33","290.00"
"Hourly","PH19040922","200.00","291.95"
"Hourly","PH19040923","50.00","173.90"
"Block","PB19040923-01","71.31","169.00"
"Block","PB19041000-24","188.33","188.33"
"Block","PB19041000-01","5.00","10.00"
"Hourly","PH19041000","0.10","20.00"
"Block","PB19041001-01","29.00","30.00"
"Hourly","PH19041001","1.00","44.00"
"Block","PB19041002-01","73.43","137.01"
"Hourly","PH19041002","1.00","98.00"
"Block","PB19041003-01","11.00","30.00"
"Hourly","PH19041003","1.00","44.00"
"Block","PB19041004-01","50.00","50.00"
"Hourly","PH19041004","1.00","69.00"
"Block","PB19041005-01","71.79","139.99"
"Block","PB19041005-06","170.00","170.00"
"Hourly","PH19041005","2.00","150.00"
"Block","PB19041005-02","170.00","170.00"
"Block","PB19041006-01","79.01","200.00"
"Hourly","PH19041006","2.00","201.00"
"Block","PB19041007-01","72.15","173.00"
"Hourly","PH19041007","2.00","175.00"
"Block","PB19041008-01","70.64","300.43"
"Hourly","PH19041008","200.00","300.50"
"Block","PB19041009-01","74.14","300.00"
"Hourly","PH19041009","200.00","300.00"
"Block","PB19041010-01","70.12","290.00"
"Hourly","PH19041010","200.00","290.00"
"Block","PB19041011-01","71.23","301.44"
"Block","PB19041011-06","197.09","197.09"
"Hourly","PH19041011","200.00","312.00"
"Block","PB19041012-04","163.00","163.00"
"Block","PB19041012-01","75.48","157.00"
"Hourly","PH19041012","80.00","170.00"
"Block","PB19041013-01","70.55","156.99"
"Hourly","PH19041013","81.00","169.98"
"Block","PB19041014-01","71.25","175.00"
"Hourly","PH19041014","100.00","190.00"
"Block","PB19041015-01","75.59","164.55"
"Hourly","PH19041015","80.00","180.00"
"Block","PB19041016-02","258.00","258.00"
"Block","PB19041016-01","86.73","231.97"
"Hourly","PH19041016","150.00","234.41"
"Block","PB19041017-01","72.89","292.14"
"Block","PB19041017-02","171.95","257.92"
"Hourly","PH19041017","200.00","317.50"
"Block","PB19041018-01","71.55","235.99"
"Hourly","PH19041018","130.00","237.99"
"Block","PB19041019-01","299.99","299.99"
"Block","PB19041019-05","243.80","243.80"
"Hourly","PH19041019","10.00","310.00"
"Block","PB19041020-01","300.00","300.01"
"Hourly","PH19041020","200.00","332.90"
"Block","PB19041021-01","70.04","290.89"
"Hourly","PH19041021","200.00","289.99"
"Block","PB19041022-01","71.48","209.00"
"Hourly","PH19041022","1.00","300.01"
"Block","PB19041023-01","75.89","145.49"
"Hourly","PH19041023","80.00","144.86"
"Block","PB19041100-01","25.00","26.00"
"Block","PB19041100-24","137.00","137.04"
"Hourly","PH19041100","2.50","342.00"
"Block","PB19041101-01","72.28","139.34"
"Hourly","PH19041101","2.00","139.00"
"Hourly","PH19041102","2.00","166.61"
"Block","PB19041102-01","70.48","135.26"
"Block","PB19041103-01","25.01","32.29"
"Hourly","PH19041103","1.00","33.02"
"Block","PB19041104-01","20.01","22.00"
"Hourly","PH19041104","0.10","29.99"
"Hourly","PH19041105","0.10","60.00"
"Block","PB19041105-01","50.00","55.99"
"Hourly","PH19041106","1.00","89.90"
"Block","PB19041106-01","54.99","67.00"
"Block","PB19041107-01","72.50","140.33"
"Hourly","PH19041107","2.00","97.00"
"Block","PB19041108-01","77.22","347.99"
"Hourly","PH19041108","100.00","350.00"
"Hourly","PH19041109","100.00","320.00"
"Block","PB19041109-01","77.98","266.00"
"Hourly","PH19041110","19.15","200.00"
"Block","PB19041110-06","123.81","123.81"
"Block","PB19041110-01","77.41","199.95"
"Block","PB19041111-03","103.33","103.33"
"Block","PB19041111-07","112.84","113.00"
"Block","PB19041111-01","72.39","180.00"
"Hourly","PH19041111","75.00","287.05"
"Block","PB19041112-01","55.00","81.00"
"Hourly","PH19041112","1.00","78.00"
"Block","PB19041113-03","113.30","113.30"
"Block","PB19041113-05","112.00","112.00"
"Hourly","PH19041113","2.00","99.90"
"Block","PB19041113-01","74.06","140.94"
"Block","PB19041114-03","10.00","113.30"
"Block","PB19041114-10","10.00","10.00"
"Block","PB19041114-01","73.91","167.89"
"Hourly","PH19041114","40.00","170.00"
"Hourly","PH19041115","20.00","145.07"
"Block","PB19041115-01","71.51","142.00"
"Block","PB19041116-01","70.54","133.50"
"Hourly","PH19041116","10.00","100.00"
"Block","PB19041116-02","110.00","110.00"
"Hourly","PH19041117","41.00","158.00"
"Block","PB19041117-01","70.22","157.69"
"Block","PB19041118-01","77.69","155.99"
"Hourly","PH19041118","50.00","170.00"
"Block","PB19041119-01","71.12","289.11"
"Hourly","PH19041119","190.00","301.00"
"Hourly","PH19041120","201.00","313.99"
"Block","PB19041120-01","70.48","300.75"
"Hourly","PH19041121","171.00","286.00"
"Block","PB19041121-01","71.88","270.00"
"Block","PB19041122-01","78.47","173.50"
"Block","PB19041122-02","280.00","280.00"
"Hourly","PH19041122","66.00","181.00"
"Hourly","PH19041123","1.00","114.00"
"Block","PB19041123-01","70.73","135.62"
"Hourly","PH19041200","1.00","60.00"
"Block","PB19041200-24","193.80","193.80"
"Block","PB19041200-01","54.99","55.00"
"Block","PB19041201-01","71.89","173.00"
"Hourly","PH19041201","2.00","179.00"
"Block","PB19041202-01","74.44","220.01"
"Hourly","PH19041202","2.00","225.00"
"Block","PB19041203-01","80.00","140.11"
"Hourly","PH19041203","2.00","83.00"
"Block","PB19041204-01","78.31","134.94"
"Hourly","PH19041204","2.00","85.00"
"Block","PB19041205-01","73.87","160.64"
"Hourly","PH19041205","2.00","167.00"
"Hourly","PH19041206","2.00","230.00"
"Block","PB19041206-01","71.20","226.23"
"Block","PB19041207-01","72.91","269.99"
"Hourly","PH19041207","2.00","269.83"
"Block","PB19041208-01","70.52","302.00"
"Hourly","PH19041208","100.00","302.10"
"Block","PB19041209-01","71.55","250.00"
"Hourly","PH19041209","100.00","259.99"
"Hourly","PH19041210","74.00","177.74"
"Block","PB19041210-03","150.00","150.00"
"Block","PB19041210-01","73.44","173.00"
"Block","PB19041211-01","81.08","205.00"
"Block","PB19041211-02","140.00","140.00"
"Hourly","PH19041211","101.00","209.98"
"Block","PB19041212-01","75.73","138.91"
"Hourly","PH19041212","20.00","88.99"
"Block","PB19041213-01","5.01","6.80"
"Hourly","PH19041213","0.51","50.04"
"Block","PB19041214-01","70.59","156.99"
"Block","PB19041214-02","165.00","165.00"
"Hourly","PH19041214","57.00","200.00"
"Block","PB19041215-01","71.06","175.00"
"Hourly","PH19041215","0.50","183.00"
"Hourly","PH19041216","50.00","166.99"
"Block","PB19041216-01","70.51","270.00"
"Block","PB19041217-01","74.55","272.98"
"Hourly","PH19041217","171.00","270.00"
"Block","PB19041218-01","71.63","177.54"
"Hourly","PH19041218","74.00","179.00"
"Block","PB19041219-01","71.94","303.00"
"Hourly","PH19041219","202.00","305.00"
"Block","PB19041220-01","70.06","303.98"
"Hourly","PH19041220","200.00","310.00"
"Hourly","PH19041221","203.00","307.99"
"Block","PB19041221-01","71.17","302.41"
"Hourly","PH19041222","190.00","300.00"
"Block","PB19041222-01","71.73","289.10"
"Block","PB19041223-01","72.06","249.99"
"Hourly","PH19041223","1.00","250.00"
"Hourly","PH19041300","5.10","79.99"
"Block","PB19041300-01","0.99","127.74"
"Block","PB19041300-24","136.69","136.69"
"Hourly","PH19041301","10.00","173.00"
"Block","PB19041301-01","70.89","173.00"
"Block","PB19041302-01","70.09","173.00"
"Hourly","PH19041302","150.00","173.00"
"Block","PB19041303-01","68.95","134.38"
"Hourly","PH19041303","2.00","81.11"
"Block","PB19041304-01","71.65","144.31"
"Hourly","PH19041304","5.00","144.31"
"Hourly","PH19041305","1.00","173.00"
"Block","PB19041305-01","71.56","173.00"
"Block","PB19041306-01","71.66","172.99"
"Hourly","PH19041306","2.00","173.00"
"Block","PB19041307-01","50.01","55.00"
"Hourly","PH19041307","0.11","56.59"
"Hourly","PH19041308","2.00","252.53"
"Block","PB19041308-01","71.09","250.00"
"Block","PB19041309-01","70.28","173.00"
"Hourly","PH19041309","2.00","173.01"
"Block","PB19041310-02","165.00","165.00"
"Block","PB19041310-01","71.36","165.01"
"Hourly","PH19041310","2.00","166.00"
"Block","PB19041311-01","79.01","172.99"
"Hourly","PH19041311","2.00","174.00"
"Hourly","PH19041312","0.05","34.96"
"Block","PB19041312-01","10.00","20.00"
"Block","PB19041312-06","9.00","9.00"
"Hourly","PH19041313","1.00","10.00"
"Block","PB19041313-01","5.01","5.01"
"Block","PB19041313-04","4.00","4.00"
"Block","PB19041314-01","5.00","5.00"
"Hourly","PH19041314","2.00","10.00"
"Block","PB19041315-01","0.99","2.50"
"Hourly","PH19041315","0.02","9.80"
"Hourly","PH19041316","0.99","10.00"
"Block","PB19041316-01","5.00","5.00"
"Hourly","PH19041317","12.56","24.00"
"Block","PB19041317-01","15.00","22.00"
"Block","PB19041318-01","77.52","174.00"
"Block","PB19041318-02","235.00","235.00"
"Hourly","PH19041318","155.70","191.00"
"Block","PB19041319-01","70.97","306.00"
"Hourly","PH19041319","278.49","310.00"
"Hourly","PH19041320","250.00","309.00"
"Block","PB19041320-01","72.98","301.43"
"Hourly","PH19041321","220.00","297.97"
"Block","PB19041321-01","72.81","297.97"
"Hourly","PH19041322","138.25","238.00"
"Block","PB19041322-01","74.34","238.14"
"Block","PB19041323-01","70.70","140.34"
"Hourly","PH19041323","60.00","109.00"
"Hourly","PH19041400","5.00","48.00"
"Block","PB19041400-24","62.74","62.74"
"Block","PB19041400-01","48.00","49.00"
"Block","PB19041400-08","51.54","51.54"
"Hourly","PH19041401","60.00","170.00"
"Block","PB19041401-01","71.78","172.99"
"Block","PB19041402-01","71.45","150.01"
"Hourly","PH19041402","0.10","150.00"
"Hourly","PH19041403","0.00","10.18"
"Block","PB19041403-01","10.00","11.00"
"Block","PB19041404-01","10.00","10.00"
"Hourly","PH19041404","0.00","10.24"
"Block","PB19041405-01","15.00","15.58"
"Hourly","PH19041405","0.01","28.96"
"Hourly","PH19041406","1.00","11.51"
"Block","PB19041406-01","3.50","3.82"
"Block","PB19041406-05","1.00","1.00"
"Hourly","PH19041407","0.00","3.99"
"Block","PB19041407-01","1.00","1.00"
"Hourly","PH19041408","0.00","4.93"
"Block","PB19041408-11","3.71","3.71"
"Block","PB19041408-01","0.52","1.01"
"Block","PB19041409-01","0.00","1.04"
"Hourly","PH19041409","0.00","5.00"
"Hourly","PH19041410","0.00","5.00"
"Block","PB19041410-01","0.00","1.00"
"Hourly","PH19041411","0.00","1,000.00"
"Block","PB19041411-07","0.00","0.00"
"Block","PB19041411-01","0.98","1.00"
"Block","PB19041412-01","0.51","2.40"
"Hourly","PH19041412","0.00","4.50"
"Hourly","PH19041413","0.00","5.99"
"Block","PB19041413-05","0.05","0.05"
"Block","PB19041413-01","0.00","1.09"
"Hourly","PH19041414","0.00","5.49"
"Block","PB19041414-01","0.00","1.01"
"Hourly","PH19041415","0.00","5.98"
"Block","PB19041415-01","0.00","1.02"
"Block","PB19041416-01","0.00","1.01"
"Hourly","PH19041416","0.00","9.71"
"Hourly","PH19041417","0.00","10.00"
"Block","PB19041417-01","0.99","4.49"
"Hourly","PH19041418","1.00","49.98"
"Block","PB19041418-01","34.90","37.75"
"Block","PB19041419-01","92.86","265.98"
"Hourly","PH19041419","100.00","270.00"
"Hourly","PH19041420","100.00","300.00"
"Block","PB19041420-01","83.46","299.99"
"Hourly","PH19041421","120.00","274.99"
"Block","PB19041421-01","73.62","270.00"
"Hourly","PH19041422","80.00","204.48"
"Block","PB19041422-01","70.23","199.15"
"Block","PB19041423-01","19.92","20.01"
"Hourly","PH19041423","0.01","28.00"
"Block","PB19041500-01","71.78","173.00"
"Block","PB19041500-24","225.54","225.54"
"Hourly","PH19041500","10.00","173.00"
"Block","PB19041501-01","73.59","160.95"
"Hourly","PH19041501","2.00","164.83"
"Block","PB19041502-01","73.08","173.00"
"Hourly","PH19041502","2.00","173.00"
"Hourly","PH19041503","2.00","147.08"
"Block","PB19041503-01","76.00","144.32"
"Block","PB19041504-01","71.75","137.08"
"Hourly","PH19041504","1.00","100.00"
"Hourly","PH19041505","2.00","172.99"
"Block","PB19041505-06","250.00","250.00"
"Block","PB19041505-01","76.45","172.99"
"Block","PB19041506-01","80.19","172.99"
"Hourly","PH19041506","2.00","177.54"
"Block","PB19041507-01","76.75","239.08"
"Hourly","PH19041507","2.00","239.08"
"Block","PB19041508-01","70.70","302.91"
"Hourly","PH19041508","0.10","303.00"
"Hourly","PH19041509","117.00","305.00"
"Block","PB19041509-01","70.59","304.66"
"Block","PB19041510-01","70.44","304.46"
"Hourly","PH19041510","100.00","312.77"
"Block","PB19041511-01","71.97","305.65"
"Hourly","PH19041511","205.00","314.12"
"Hourly","PH19041512","169.00","275.85"
"Block","PB19041512-01","70.69","296.99"
"Block","PB19041513-01","70.70","289.10"
"Hourly","PH19041513","1.00","271.95"
"Block","PB19041514-01","73.86","289.10"
"Hourly","PH19041514","0.50","290.08"
"Hourly","PH19041515","0.00","172.99"
"Block","PB19041515-01","74.90","172.99"
"Hourly","PH19041516","1.00","174.40"
"Block","PB19041516-01","76.90","173.00"
"Block","PB19041517-01","75.48","249.99"
"Hourly","PH19041517","149.00","250.00"
"Hourly","PH19041518","71.00","173.00"
"Block","PB19041518-01","72.59","171.99"
"Block","PB19041519-01","72.64","300.28"
"Hourly","PH19041519","200.00","300.28"
"Block","PB19041520-01","76.73","301.07"
"Hourly","PH19041520","202.00","302.00"
"Block","PB19041521-01","71.84","249.99"
"Hourly","PH19041521","149.00","249.99"
"Hourly","PH19041522","60.21","239.10"
"Block","PB19041522-01","71.62","239.08"
"Block","PB19041523-01","76.29","171.99"
"Hourly","PH19041523","10.00","220.00"
"Block","PB19041600-24","184.23","184.23"
"Block","PB19041600-01","10.99","30.00"
"Hourly","PH19041600","0.01","30.00"
"Block","PB19041601-01","39.00","55.00"
"Hourly","PH19041601","0.01","55.10"
"Block","PB19041602-01","72.70","150.01"
"Hourly","PH19041602","1.00","150.01"
"Block","PB19041603-01","32.79","54.99"
"Hourly","PH19041603","0.01","54.99"
"Block","PB19041604-01","6.89","29.99"
"Hourly","PH19041604","0.01","30.01"
"Block","PB19041605-01","30.99","55.00"
"Hourly","PH19041605","0.00","62.00"
"Block","PB19041606-01","53.00","140.94"
"Hourly","PH19041606","0.00","80.03"
"Block","PB19041607-01","71.62","149.99"
"Hourly","PH19041607","1.00","149.99"
"Block","PB19041608-01","70.65","290.00"
"Hourly","PH19041608","151.00","304.50"
"Block","PB19041609-01","72.50","280.01"
"Hourly","PH19041609","100.00","280.05"
"Block","PB19041610-01","72.79","290.00"
"Hourly","PH19041610","90.00","289.11"
"Block","PB19041611-05","236.98","236.98"
"Block","PB19041611-01","78.69","299.86"
"Hourly","PH19041611","100.00","308.12"
"Block","PB19041612-01","75.73","195.00"
"Block","PB19041612-04","0.00","0.00"
"Hourly","PH19041612","50.00","280.98"
"Block","PB19041613-01","71.40","226.24"
"Hourly","PH19041613","80.00","230.00"
"Block","PB19041614-01","71.81","268.88"
