"Contract Type","Contract Name","Min. Matching Price (TL/MWh)","Max. Matching Price (TL/MWh)"
"Block","PB19052401-01","82.81","173.00"
"Hourly","PH19052401","168.00","189.99"
"Hourly","PH19052402","165.00","181.00"
"Block","PB19052402-01","71.22","173.00"
"Block","PB19052403-01","70.03","174.00"
"Hourly","PH19052403","163.00","180.00"
"Hourly","PH19052404","155.00","172.00"
"Block","PB19052404-01","72.53","165.78"
"Block","PB19052405-01","9.01","10.00"
"Hourly","PH19052405","5.01","30.00"
"Hourly","PH19052406","2.89","14.79"
"Block","PB19052406-01","1.99","2.99"
"Block","PB19052407-17","206.35","206.35"
"Hourly","PH19052407","84.00","99.99"
"Block","PB19052407-01","76.92","139.11"
"Block","PB19052408-01","74.43","302.00"
"Hourly","PH19052408","291.00","310.01"
"Hourly","PH19052409","206.60","225.00"
"Block","PB19052409-01","73.31","219.99"
"Hourly","PH19052410","198.00","215.00"
"Block","PB19052410-01","75.34","206.00"
"Block","PB19052411-01","71.19","226.60"
"Hourly","PH19052411","217.00","254.99"
"Block","PB19052412-01","71.64","138.08"
"Hourly","PH19052412","126.03","176.00"
"Hourly","PH19052413","100.00","147.00"
"Block","PB19052413-01","79.79","137.71"
"Block","PB19052414-01","76.58","204.49"
"Hourly","PH19052414","194.02","212.00"
"Block","PB19052414-10","",""
"Hourly","PH19052415","185.01","215.00"
"Block","PB19052415-01","72.84","204.95"
"Block","PB19052416-01","71.40","226.58"
"Hourly","PH19052416","200.12","229.50"
"Block","PB19052417-01","74.34","231.00"
"Hourly","PH19052417","201.11","232.00"
"Block","PB19052418-01","79.45","206.00"
"Hourly","PH19052418","181.31","229.97"
"Block","PB19052419-01","73.39","250.98"
"Hourly","PH19052419","230.01","259.00"
"Block","PB19052420-01","78.08","235.00"
"Hourly","PH19052420","215.62","235.00"
"Block","PB19052421-01","71.98","301.92"
"Hourly","PH19052421","292.00","307.00"
"Block","PB19052422-01","71.92","215.99"
"Hourly","PH19052422","200.00","300.99"
"Hourly","PH19052423","213.39","230.00"
"Block","PB19052423-01","72.54","219.99"
"Block","PB19052500-01","70.23","294.14"
"Hourly","PH19052500","274.00","294.14"
"Block","PB19052500-24","153.39","153.39"
"Hourly","PH19052501","150.00","173.00"
"Block","PB19052501-01","72.31","173.00"
"Block","PB19052502-08","95.85","100.00"
"Hourly","PH19052502","153.00","173.00"
"Block","PB19052502-01","70.45","173.00"
"Hourly","PH19052503","138.01","173.00"
"Block","PB19052503-01","75.31","173.00"
"Hourly","PH19052504","145.00","165.78"
"Block","PB19052504-01","70.69","173.00"
"Hourly","PH19052505","3.00","14.00"
"Block","PB19052505-01","2.60","4.00"
"Block","PB19052506-01","0.01","1.03"
"Hourly","PH19052506","0.50","4.75"
"Hourly","PH19052507","3.00","6.00"
"Block","PB19052507-01","0.01","4.10"
"Hourly","PH19052508","160.00","173.40"
"Block","PB19052508-01","71.26","175.75"
"Hourly","PH19052509","96.99","124.99"
"Block","PB19052509-01","78.12","140.13"
"Hourly","PH19052510","94.00","110.00"
"Block","PB19052510-01","87.32","135.62"
"Hourly","PH19052511","167.80","272.81"
"Block","PB19052511-01","71.55","178.17"
"Block","PB19052512-01","50.00","66.00"
"Hourly","PH19052512","48.50","63.94"
"Block","PB19052513-01","60.33","66.00"
"Hourly","PH19052513","58.52","71.96"
"Block","PB19052514-01","71.94","138.94"
"Hourly","PH19052514","81.01","111.00"
"Hourly","PH19052515","84.10","112.00"
"Block","PB19052515-01","77.61","139.85"
"Block","PB19052516-01","71.76","150.94"
"Hourly","PH19052516","48.50","160.00"
"Hourly","PH19052517","82.10","160.00"
"Block","PB19052517-01","73.28","205.00"
"Block","PB19052517-04","240.00","240.00"
"Block","PB19052518-01","70.37","216.30"
"Block","PB19052518-06","",""
"Hourly","PH19052518","165.00","215.00"
"Block","PB19052519-01","70.90","311.98"
"Hourly","PH19052519","220.00","305.90"
"Hourly","PH19052520","278.90","318.30"
"Block","PB19052520-01","71.17","311.00"
"Block","PB19052521-01","70.17","320.99"
"Hourly","PH19052521","221.40","319.99"
"Block","PB19052522-01","73.42","247.01"
"Hourly","PH19052522","212.00","255.00"
"Hourly","PH19052523","150.00","194.00"
"Block","PB19052523-01","72.47","185.40"
"Block","PB19052600-01","70.30","307.00"
"Hourly","PH19052600","140.11","160.00"
"Block","PB19052601-23","80.40","80.40"
"Hourly","PH19052601","155.00","173.00"
"Block","PB19052601-01","71.38","178.17"
"Block","PB19052602-01","73.68","178.17"
"Hourly","PH19052602","155.00","172.99"
"Hourly","PH19052603","155.40","171.80"
"Block","PB19052603-01","70.61","176.87"
"Block","PB19052604-01","71.77","133.47"
"Hourly","PH19052604","78.00","95.89"
"Block","PB19052605-01","3.99","4.10"
"Block","PB19052605-10","2.19","2.19"
"Block","PB19052605-03","1.99","1.99"
"Hourly","PH19052605","3.00","8.50"
"Block","PB19052606-05","1.00","3.99"
"Block","PB19052606-01","0.96","3.00"
"Hourly","PH19052606","0.98","5.00"
"Block","PB19052607-01","0.95","3.00"
"Hourly","PH19052607","0.51","9.72"
"Block","PB19052608-01","0.96","3.00"
"Block","PB19052608-02","",""
"Block","PB19052608-07","2.28","2.28"
"Hourly","PH19052608","0.51","8.99"
"Block","PB19052609-01","0.95","0.98"
"Hourly","PH19052609","0.52","8.99"
"Block","PB19052610-03","",""
"Block","PB19052610-01","0.96","3.00"
"Hourly","PH19052610","0.95","4.78"
"Hourly","PH19052611","2.00","10.00"
"Block","PB19052611-02","3.99","3.99"
"Block","PB19052611-01","2.00","2.07"
"Block","PB19052612-01","2.00","2.07"
"Hourly","PH19052612","2.06","9.79"
"Hourly","PH19052613","3.90","20.00"
"Block","PB19052613-01","4.00","4.12"
"Block","PB19052614-01","5.00","12.01"
"Hourly","PH19052614","4.50","20.00"
"Hourly","PH19052615","10.00","22.00"
"Block","PB19052615-01","10.00","18.01"
"Block","PB19052616-01","72.34","140.00"
"Hourly","PH19052616","90.00","245.00"
"Hourly","PH19052617","141.02","160.00"
"Block","PB19052617-01","70.72","165.96"
"Hourly","PH19052618","85.00","100.00"
"Block","PB19052618-01","72.06","140.58"
"Block","PB19052619-01","70.06","198.00"
"Hourly","PH19052619","167.50","185.00"
"Block","PB19052620-01","73.92","201.00"
"Block","PB19052620-02","173.00","173.00"
"Hourly","PH19052620","165.10","203.00"
"Hourly","PH19052621","165.00","216.00"
"Block","PB19052621-01","71.69","178.19"
"Block","PB19052622-01","71.38","214.01"
"Hourly","PH19052622","165.04","235.00"
"Block","PB19052623-01","73.98","176.87"
"Hourly","PH19052623","165.02","204.99"
"Block","PB19052700-24","211.55","211.55"
"Hourly","PH19052700","97.00","114.79"
"Block","PB19052700-01","79.25","139.13"
"Hourly","PH19052701","143.52","166.99"
"Block","PB19052701-01","75.92","153.01"
"Block","PB19052702-01","80.91","178.17"
"Block","PB19052702-02","172.99","172.99"
"Hourly","PH19052702","160.01","240.00"
"Block","PB19052703-01","81.42","178.17"
"Hourly","PH19052703","160.01","185.00"
"Block","PB19052704-01","19.39","51.00"
"Hourly","PH19052704","19.98","50.00"
"Hourly","PH19052705","1.01","7.87"
"Block","PB19052705-02","1.00","1.00"
"Block","PB19052705-01","0.97","4.98"
"Hourly","PH19052706","0.99","6.99"
"Block","PB19052706-01","0.96","7.88"
"Hourly","PH19052707","96.90","111.08"
"Block","PB19052707-01","72.58","138.79"
"Hourly","PH19052708","198.90","218.99"
"Block","PB19052708-01","73.72","218.00"
"Hourly","PH19052709","290.00","318.70"
"Block","PB19052709-08","256.12","256.12"
"Block","PB19052709-01","72.33","317.95"
"Block","PB19052710-01","73.73","229.93"
"Hourly","PH19052710","210.00","228.97"
"Hourly","PH19052711","240.00","260.00"
"Block","PB19052711-01","74.14","261.00"
"Block","PB19052711-08","267.50","267.50"
"Hourly","PH19052712","188.20","215.01"
"Block","PB19052712-01","74.16","210.99"
"Block","PB19052713-01","73.19","211.00"
"Hourly","PH19052713","200.00","218.98"
"Hourly","PH19052714","299.99","330.00"
"Block","PB19052714-02","300.02","300.02"
"Block","PB19052714-01","71.83","319.00"
"Block","PB19052715-01","74.18","309.00"
"Hourly","PH19052715","299.99","327.00"
"Block","PB19052716-03","300.00","300.00"
"Block","PB19052716-01","76.51","316.00"
"Hourly","PH19052716","299.99","324.99"
"Hourly","PH19052717","299.99","319.90"
"Block","PB19052717-03","300.00","300.00"
"Block","PB19052717-01","72.26","309.00"
"Hourly","PH19052718","299.98","315.00"
"Block","PB19052718-01","79.31","308.98"
"Hourly","PH19052719","294.87","320.00"
"Block","PB19052719-01","72.39","305.00"
"Block","PB19052719-05","303.83","303.83"
"Block","PB19052720-04","300.00","300.00"
"Hourly","PH19052720","292.91","316.98"
"Block","PB19052720-01","70.28","310.92"
"Block","PB19052720-02","305.00","305.00"
"Hourly","PH19052721","299.84","325.00"
"Block","PB19052721-03","300.00","300.00"
"Block","PB19052721-01","73.44","317.80"
"Block","PB19052722-01","72.25","314.55"
"Hourly","PH19052722","296.00","320.00"
"Block","PB19052723-01","76.19","308.98"
"Hourly","PH19052723","295.02","310.00"
"Block","PB19052800-04","298.00","298.00"
"Hourly","PH19052800","284.01","296.00"
"Block","PB19052800-01","73.18","304.88"
"Block","PB19052801-23","245.77","245.77"
"Block","PB19052801-01","73.47","311.93"
"Hourly","PH19052801","290.00","302.83"
"Hourly","PH19052802","284.10","303.91"
"Block","PB19052802-01","73.51","313.02"
"Block","PB19052803-01","78.01","309.77"
"Hourly","PH19052803","197.00","300.75"
"Block","PB19052804-01","75.65","307.23"
"Hourly","PH19052804","278.00","298.24"
"Hourly","PH19052805","80.00","100.89"
"Block","PB19052805-01","71.13","139.79"
"Block","PB19052806-01","5.01","7.99"
"Hourly","PH19052806","3.02","11.00"
"Block","PB19052807-01","70.19","154.48"
"Hourly","PH19052807","130.00","149.00"
"Hourly","PH19052808","287.00","307.27"
"Block","PB19052808-01","71.22","307.26"
"Hourly","PH19052809","285.00","303.77"
"Block","PB19052809-01","70.31","304.00"
"Block","PB19052810-01","75.23","297.00"
"Block","PB19052810-02","296.48","296.48"
"Hourly","PH19052810","198.00","303.00"
"Hourly","PH19052811","280.00","298.00"
"Block","PB19052811-01","72.04","295.96"
"Block","PB19052811-03","222.00","222.00"
"Block","PB19052812-01","72.28","186.98"
"Hourly","PH19052812","160.00","185.00"
"Block","PB19052813-01","76.31","217.00"
"Hourly","PH19052813","98.00","280.00"
"Block","PB19052814-01","71.51","240.00"
"Hourly","PH19052814","215.00","263.00"
"Block","PB19052815-01","72.84","236.99"
"Hourly","PH19052815","213.39","237.99"
"Block","PB19052816-01","74.54","310.85"
"Hourly","PH19052816","293.44","322.00"
"Hourly","PH19052817","291.08","312.08"
"Block","PB19052817-01","73.70","300.99"
"Block","PB19052818-01","70.19","244.99"
"Hourly","PH19052818","232.80","250.00"
"Block","PB19052819-01","70.70","320.19"
"Hourly","PH19052819","291.01","319.19"
"Block","PB19052820-01","73.34","251.51"
"Hourly","PH19052820","232.80","259.89"
"Block","PB19052821-01","71.02","316.00"
"Hourly","PH19052821","292.91","320.00"
"Block","PB19052822-01","71.26","265.00"
"Hourly","PH19052822","243.01","268.80"
"Hourly","PH19052823","225.00","240.34"
"Block","PB19052823-01","70.92","238.00"
"Block","PB19052900-01","72.22","268.89"
"Hourly","PH19052900","260.09","276.95"
"Block","PB19052901-23","261.61","261.61"
"Block","PB19052901-01","75.29","299.01"
"Hourly","PH19052901","287.11","310.00"
"Hourly","PH19052902","291.01","309.99"
"Block","PB19052902-01","71.39","304.01"
"Hourly","PH19052903","238.90","255.00"
"Block","PB19052903-01","72.92","250.00"
"Block","PB19052904-01","75.38","165.00"
"Hourly","PH19052904","150.01","170.00"
"Hourly","PH19052905","95.00","119.96"
"Block","PB19052905-01","70.86","139.91"
"Hourly","PH19052906","10.10","25.50"
"Block","PB19052906-01","9.69","20.00"
"Block","PB19052907-01","76.01","172.17"
"Hourly","PH19052907","165.11","184.50"
"Block","PB19052908-01","73.20","312.45"
"Hourly","PH19052908","295.20","325.00"
"Hourly","PH19052909","260.38","289.00"
"Block","PB19052909-01","71.23","270.02"
"Hourly","PH19052910","294.16","319.99"
"Block","PB19052910-01","71.25","301.58"
"Block","PB19052911-01","70.73","309.79"
"Hourly","PH19052911","300.00","320.00"
"Hourly","PH19052912","210.00","237.30"
"Block","PB19052912-01","74.06","230.00"
"Hourly","PH19052913","274.50","312.00"
"Block","PB19052913-01","71.31","297.00"
"Block","PB19052913-05","306.00","306.00"
"Block","PB19052914-01","74.06","321.00"
"Hourly","PH19052914","288.02","324.90"
"Block","PB19052915-01","74.40","320.00"
"Hourly","PH19052915","221.00","315.00"
"Hourly","PH19052916","294.54","328.00"
"Block","PB19052916-01","75.94","321.00"
"Block","PB19052917-01","72.98","316.98"
"Hourly","PH19052917","295.21","319.98"
"Block","PB19052918-01","71.36","315.00"
"Hourly","PH19052918","291.00","338.98"
"Hourly","PH19052919","293.49","329.99"
"Block","PB19052919-01","74.98","316.00"
"Hourly","PH19052920","289.00","380.00"
"Block","PB19052920-01","79.44","306.00"
"Block","PB19052921-01","74.89","315.83"
"Hourly","PH19052921","297.91","330.00"
"Block","PB19052921-03","307.00","307.00"
"Block","PB19052922-01","73.17","316.30"
"Hourly","PH19052922","298.91","380.00"
"Block","PB19052923-01","72.18","301.61"
"Hourly","PH19052923","292.91","317.00"
"Hourly","PH19053000","269.00","305.68"
"Block","PB19053000-03","301.15","301.15"
"Block","PB19053000-01","89.95","310.19"
"Block","PB19053001-23","285.62","285.62"
"Block","PB19053001-01","77.20","302.00"
"Hourly","PH19053001","270.00","302.00"
"Hourly","PH19053002","292.00","302.00"
"Block","PB19053002-01","75.54","301.16"
"Block","PB19053002-22","284.91","284.91"
"Block","PB19053003-01","71.62","300.30"
"Hourly","PH19053003","271.10","302.00"
"Block","PB19053003-03","255.00","255.00"
"Hourly","PH19053004","276.00","295.00"
"Block","PB19053004-01","75.98","303.73"
"Hourly","PH19053005","156.01","169.86"
"Block","PB19053005-01","73.45","165.00"
"Block","PB19053006-01","48.50","54.00"
"Hourly","PH19053006","48.50","65.00"
"Block","PB19053007-01","76.39","205.98"
"Hourly","PH19053007","195.00","205.00"
"Block","PB19053008-01","70.54","317.38"
"Hourly","PH19053008","254.90","317.38"
"Hourly","PH19053009","211.62","316.99"
"Block","PB19053009-01","70.47","310.54"
"Hourly","PH19053010","301.11","325.00"
"Block","PB19053010-01","70.73","322.99"
"Hourly","PH19053011","307.00","328.00"
"Block","PB19053011-01","71.02","330.29"
"Block","PB19053012-01","73.40","310.00"
"Hourly","PH19053012","296.01","312.74"
"Block","PB19053013-03","312.50","312.50"
"Block","PB19053013-01","73.36","312.50"
"Hourly","PH19053013","303.00","317.00"
"Block","PB19053014-01","72.39","316.38"
"Hourly","PH19053014","217.39","322.00"
"Block","PB19053015-01","75.31","317.48"
"Hourly","PH19053015","306.00","327.01"
"Block","PB19053016-01","71.70","326.99"
"Hourly","PH19053016","305.00","329.99"
"Hourly","PH19053017","215.31","323.74"
"Block","PB19053017-03","309.00","309.00"
"Block","PB19053017-01","74.47","323.72"
"Block","PB19053018-01","74.15","319.00"
"Hourly","PH19053018","299.01","318.00"
"Block","PB19053019-01","70.36","307.65"
"Hourly","PH19053019","298.42","325.00"
"Block","PB19053020-01","71.73","313.00"
"Hourly","PH19053020","296.01","319.90"
"Block","PB19053021-01","75.08","308.36"
"Hourly","PH19053021","299.11","339.00"
"Block","PB19053022-01","82.18","305.77"
"Hourly","PH19053022","296.61","319.00"
"Hourly","PH19053023","280.10","302.00"
"Block","PB19053023-01","72.90","297.01"
"Block","PB19053100-01","73.09","303.82"
"Hourly","PH19053100","290.01","310.00"
"Block","PB19053100-24","274.95","274.95"
"Block","PB19053101-01","74.52","295.00"
"Hourly","PH19053101","250.10","292.78"
"Block","PB19053102-22","273.09","273.09"
"Block","PB19053102-01","72.43","296.00"
"Hourly","PH19053102","198.11","295.95"
"Block","PB19053103-01","70.15","295.00"
"Hourly","PH19053103","95.00","292.78"
"Hourly","PH19053104","72.00","271.99"
"Block","PB19053104-01","71.77","272.00"
"Block","PB19053105-01","70.20","164.99"
"Hourly","PH19053105","103.00","165.00"
"Block","PB19053106-01","9.00","30.00"
"Hourly","PH19053106","2.00","30.00"
"Block","PB19053107-01","71.05","280.81"
"Hourly","PH19053107","205.00","280.80"
"Hourly","PH19053108","140.00","303.64"
"Block","PB19053108-01","71.79","303.64"
"Block","PB19053109-03","304.00","304.00"
"Hourly","PH19053109","255.00","303.42"
"Block","PB19053109-01","72.90","303.42"
"Block","PB19053110-01","70.68","303.04"
"Hourly","PH19053110","232.00","303.04"
"Hourly","PH19053111","270.00","313.97"
"Block","PB19053111-01","70.03","305.10"
"Block","PB19053112-01","75.04","250.00"
"Hourly","PH19053112","215.48","248.94"
"Block","PB19053112-12","",""
"Block","PB19053113-01","74.31","206.00"
"Hourly","PH19053113","185.05","198.91"
"Block","PB19053114-01","70.91","312.12"
"Hourly","PH19053114","285.00","311.00"
"Block","PB19053115-01","70.91","321.26"
"Hourly","PH19053115","212.00","310.91"
"Block","PB19053116-03","200.00","200.00"
"Block","PB19053116-01","76.09","310.68"
"Hourly","PH19053116","291.00","307.00"
"Block","PB19053117-01","74.62","316.58"
"Hourly","PH19053117","275.00","304.00"
"Hourly","PH19053118","292.55","350.00"
"Block","PB19053118-04","300.00","300.00"
"Block","PB19053118-03","300.00","300.00"
"Block","PB19053118-02","300.00","300.00"
"Block","PB19053118-01","72.41","310.49"
"Hourly","PH19053119","200.00","309.89"
"Block","PB19053119-01","71.47","309.00"
"Hourly","PH19053120","295.00","319.00"
"Block","PB19053120-01","72.73","305.00"
"Block","PB19053120-04","",""
"Block","PB19053121-01","72.98","304.56"
"Hourly","PH19053121","284.00","319.99"
"Hourly","PH19053122","275.00","319.00"
"Block","PB19053122-01","70.81","303.03"
"Block","PB19053123-01","74.98","272.93"
"Hourly","PH19053123","260.04","281.98"
"Block","PB19060100-01","70.39","249.00"
"Hourly","PH19060100","248.90","284.00"
"Block","PB19060101-01","80.06","309.92"
"Block","PB19060101-02","301.00","301.00"
"Hourly","PH19060101","300.90","390.00"
"Block","PB19060102-01","72.33","315.00"
"Hourly","PH19060102","292.11","365.00"
"Block","PB19060103-01","73.50","300.00"
"Hourly","PH19060103","281.10","350.00"
"Block","PB19060104-01","82.32","170.00"
"Hourly","PH19060104","166.07","370.00"
"Hourly","PH19060105","193.99","261.12"
"Block","PB19060105-01","73.19","200.00"
"Block","PB19060106-01","81.89","138.91"
"Hourly","PH19060106","110.24","199.99"
"Block","PB19060107-01","71.53","165.00"
"Hourly","PH19060107","164.00","240.00"
"Hourly","PH19060108","167.81","224.90"
"Block","PB19060108-01","72.20","183.00"
"Hourly","PH19060109","120.00","150.00"
"Block","PB19060109-04","192.00","192.00"
"Block","PB19060109-01","75.90","140.43"
"Hourly","PH19060110","194.00","230.00"
"Block","PB19060110-01","72.70","199.99"
"Block","PB19060111-01","73.13","264.06"
"Hourly","PH19060111","242.50","273.00"
"Block","PB19060112-01","71.67","209.01"
"Hourly","PH19060112","199.00","240.00"
"Hourly","PH19060113","199.00","238.00"
"Block","PB19060113-01","70.50","205.00"
"Hourly","PH19060114","194.00","285.05"
"Block","PB19060114-02","200.00","200.00"
"Block","PB19060114-01","70.01","227.02"
"Block","PB19060114-05","200.00","200.00"
"Hourly","PH19060115","200.00","239.90"
"Block","PB19060115-01","70.34","230.00"
"Hourly","PH19060116","194.00","253.80"
"Block","PB19060116-03","200.00","200.00"
"Block","PB19060116-01","76.98","230.00"
"Block","PB19060116-04","227.00","227.00"
"Block","PB19060117-01","76.76","215.13"
"Hourly","PH19060117","194.00","235.00"
"Hourly","PH19060118","194.00","238.00"
"Block","PB19060118-01","78.54","220.00"
"Block","PB19060119-01","80.28","300.00"
"Block","PB19060119-02","290.00","290.00"
"Hourly","PH19060119","280.33","325.50"
"Block","PB19060120-01","74.25","356.00"
"Block","PB19060120-04","296.00","296.00"
"Hourly","PH19060120","286.16","340.00"
"Hourly","PH19060121","305.00","350.00"
"Block","PB19060121-01","70.87","360.00"
"Block","PB19060122-01","70.31","330.00"
"Hourly","PH19060122","293.27","350.00"
"Hourly","PH19060123","252.03","300.00"
"Block","PB19060123-01","10.00","275.00"
"Hourly","PH19060200","285.00","308.77"
"Block","PB19060200-01","10.00","399.00"
"Block","PB19060200-09","208.55","208.55"
"Block","PB19060201-01","15.00","319.49"
"Hourly","PH19060201","292.90","318.49"
"Hourly","PH19060202","295.02","318.07"
"Block","PB19060202-01","10.00","331.00"
"Hourly","PH19060203","293.64","320.00"
"Block","PB19060203-01","10.00","321.00"
"Hourly","PH19060204","271.39","298.00"
"Block","PB19060204-01","10.00","364.99"
"Hourly","PH19060205","250.01","271.30"
"Block","PB19060205-01","75.38","279.77"
"Hourly","PH19060206","47.00","65.00"
"Block","PB19060206-01","48.50","129.99"
"Hourly","PH19060207","1.00","55.00"
"Block","PB19060207-01","10.00","52.00"
"Block","PB19060208-01","9.70","11.00"
"Hourly","PH19060208","8.01","28.99"
"Block","PB19060208-02","10.01","10.01"
"Block","PB19060208-03","10.00","10.00"
"Hourly","PH19060209","1.00","9.71"
"Block","PB19060209-01","9.70","10.01"
"Block","PB19060210-01","10.00","29.99"
"Hourly","PH19060210","10.01","35.00"
"Block","PB19060211-01","16.00","143.75"
"Hourly","PH19060211","130.00","166.00"
"Block","PB19060212-01","72.53","137.90"
"Hourly","PH19060212","90.00","126.00"
"Hourly","PH19060213","122.71","150.00"
"Block","PB19060213-01","71.34","131.50"
"Block","PB19060213-08","217.00","217.00"
"Block","PB19060214-01","75.90","154.00"
"Hourly","PH19060214","145.50","181.98"
"Block","PB19060215-01","70.78","173.00"
"Hourly","PH19060215","167.81","200.00"
"Hourly","PH19060216","159.25","196.90"
"Block","PB19060216-01","10.00","164.18"
"Hourly","PH19060217","203.70","303.00"
"Block","PB19060217-01","10.00","210.00"
"Block","PB19060218-06","310.00","310.00"
"Block","PB19060218-01","10.00","316.01"
"Hourly","PH19060218","290.78","335.00"
"Hourly","PH19060219","298.08","335.00"
"Block","PB19060219-01","10.00","320.00"
"Hourly","PH19060220","297.53","334.00"
"Block","PB19060220-01","10.00","319.01"
"Hourly","PH19060221","301.32","329.99"
"Block","PB19060221-01","10.00","316.08"
"Block","PB19060222-01","12.00","319.00"
"Hourly","PH19060222","296.00","325.99"
"Block","PB19060223-01","10.00","304.00"
"Hourly","PH19060223","286.20","325.00"
"Block","PB19060300-01","10.00","309.26"
"Hourly","PH19060300","290.00","315.00"
"Block","PB19060301-01","10.00","308.16"
"Hourly","PH19060301","290.00","314.99"
"Block","PB19060302-01","10.00","307.29"
"Hourly","PH19060302","211.00","314.95"
"Block","PB19060303-01","74.36","303.82"
"Hourly","PH19060303","250.00","305.00"
"Hourly","PH19060304","250.00","300.12"
"Block","PB19060304-01","80.25","300.12"
"Hourly","PH19060305","65.00","87.00"
"Block","PB19060305-01","69.00","131.62"
"Hourly","PH19060306","3.00","13.00"
"Block","PB19060306-01","7.84","10.20"
"Block","PB19060307-01","48.50","70.50"
"Hourly","PH19060307","30.00","83.98"
"Hourly","PH19060308","1.00","14.48"
"Block","PB19060308-09","4.96","4.96"
"Block","PB19060308-01","4.85","5.86"
"Block","PB19060309-08","5.00","5.00"
"Hourly","PH19060309","0.03","12.98"
"Block","PB19060309-01","3.87","4.49"
"Block","PB19060310-01","2.99","4.99"
"Block","PB19060310-02","5.00","5.00"
"Hourly","PH19060310","0.01","14.49"
"Block","PB19060311-01","7.76","198.00"
"Hourly","PH19060311","0.10","108.00"
"Hourly","PH19060312","0.10","20.00"
"Block","PB19060312-01","4.85","21.00"
"Block","PB19060313-01","4.84","5.79"
"Hourly","PH19060313","2.00","14.48"
"Hourly","PH19060314","1.99","14.43"
"Block","PB19060314-01","2.99","5.00"
"Block","PB19060314-10","176.31","176.31"
"Block","PB19060315-01","4.84","6.00"
"Hourly","PH19060315","2.00","9.82"
"Hourly","PH19060316","2.00","37.00"
"Block","PB19060316-01","3.87","8.78"
"Block","PB19060317-01","19.39","31.00"
"Hourly","PH19060317","18.00","29.90"
"Block","PB19060318-03","280.00","280.00"
"Block","PB19060318-01","5.00","207.90"
"Hourly","PH19060318","190.00","209.00"
"Hourly","PH19060319","271.00","302.60"
"Block","PB19060319-01","10.00","302.60"
"Hourly","PH19060320","270.00","306.29"
"Block","PB19060320-01","72.52","306.29"
"Block","PB19060320-04","307.00","307.00"
"Hourly","PH19060321","260.02","310.86"
"Block","PB19060321-01","74.45","310.86"
"Block","PB19060322-01","71.53","317.00"
"Hourly","PH19060322","250.00","307.33"
"Block","PB19060323-01","72.26","302.03"
"Hourly","PH19060323","205.20","302.03"
"Block","PB19060400-01","10.00","254.28"
"Hourly","PH19060400","200.00","246.85"
"Block","PB19060401-01","79.95","205.97"
"Hourly","PH19060401","182.60","199.99"
"Block","PB19060402-01","73.47","177.54"
"Hourly","PH19060402","160.00","173.00"
"Block","PB19060403-01","30.00","31.00"
"Hourly","PH19060403","5.00","33.89"
"Block","PB19060404-01","3.99","14.99"
"Block","PB19060404-16","0.81","0.81"
"Block","PB19060404-05","1.60","2.00"
"Hourly","PH19060404","0.02","13.99"
"Block","PB19060405-01","1.49","9.88"
"Hourly","PH19060405","0.06","8.88"
"Block","PB19060406-01","1.00","5.21"
"Hourly","PH19060406","0.97","5.00"
"Block","PB19060407-01","1.50","4.00"
"Hourly","PH19060407","0.02","2.90"
"Block","PB19060408-11","4.00","4.00"
"Block","PB19060408-01","0.00","0.05"
"Hourly","PH19060408","0.02","4.90"
"Block","PB19060409-09","0.00","0.00"
"Block","PB19060409-01","0.00","0.05"
"Hourly","PH19060409","0.01","2.99"
"Block","PB19060410-01","0.00","2.20"
"Hourly","PH19060410","0.01","2.99"
"Block","PB19060411-01","0.00","1.50"
"Hourly","PH19060411","0.00","2.98"
"Hourly","PH19060412","0.00","2.99"
"Block","PB19060412-01","0.00","1.18"
"Block","PB19060413-01","0.00","1.31"
"Hourly","PH19060413","0.00","2.99"
"Block","PB19060414-01","0.00","2.54"
"Hourly","PH19060414","0.00","2.99"
"Block","PB19060415-01","0.00","1.20"
"Hourly","PH19060415","0.01","4.90"
"Block","PB19060416-01","0.00","2.88"
"Hourly","PH19060416","0.01","4.99"
"Block","PB19060417-03","1.67","2.00"
"Block","PB19060417-01","0.01","3.00"
"Hourly","PH19060417","0.01","7.00"
"Block","PB19060418-01","1.00","3.89"
"Hourly","PH19060418","0.00","10.98"
"Block","PB19060419-01","4.00","5.00"
"Hourly","PH19060419","1.00","6.00"
"Block","PB19060420-01","70.58","175.85"
"Hourly","PH19060420","125.00","169.00"
"Block","PB19060421-01","72.05","287.54"
"Hourly","PH19060421","241.00","277.99"
"Block","PB19060422-01","73.44","226.58"
"Hourly","PH19060422","195.00","220.99"
"Block","PB19060423-01","88.03","164.80"
"Hourly","PH19060423","130.00","175.00"
"Hourly","PH19060500","2.00","14.00"
"Block","PB19060500-01","4.85","6.01"
"Hourly","PH19060501","12.01","28.00"
"Block","PB19060501-01","24.25","31.00"
"Hourly","PH19060502","72.60","81.00"
"Block","PB19060502-01","73.19","136.30"
"Block","PB19060503-01","10.00","21.00"
"Hourly","PH19060503","0.01","13.00"
"Block","PB19060504-13","1.47","1.47"
"Block","PB19060504-01","4.84","6.37"
"Hourly","PH19060504","0.02","9.98"
"Block","PB19060505-01","1.01","2.79"
"Hourly","PH19060505","0.01","1.99"
"Block","PB19060506-01","1.00","2.87"
"Hourly","PH19060506","0.00","3.89"
"Hourly","PH19060507","0.00","5.00"
"Block","PB19060507-01","1.01","2.00"
"Block","PB19060508-09","2.00","2.00"
"Hourly","PH19060508","0.02","4.99"
